article_frequency,transcript_frequency,emotion_differences,average_difference
"{'fear': 0.04807692307692308, 'anger': 0.057692307692307696, 'trust': 0.125, 'surprise': 0.057692307692307696, 'positive': 0.22115384615384615, 'negative': 0.14423076923076922, 'sadness': 0.07692307692307693, 'disgust': 0.019230769230769232, 'joy': 0.04807692307692308, 'anticipation': 0.20192307692307693}","{'fear': 0.047180667433831994, 'anger': 0.04257767548906789, 'trust': 0.14154200230149597, 'surprise': 0.07364787111622555, 'positive': 0.24510932105868816, 'negative': 0.0759493670886076, 'sadness': 0.04833141542002301, 'disgust': 0.026467203682393557, 'joy': 0.12428078250863062, 'anticipation': 0.17491369390103567}","{'positive': 0.02395547490484201, 'negative': 0.06828140214216162, 'anticipation': 0.027009383022041256, 'joy': 0.07620385943170754, 'fear': 0.0008962556430910859, 'trust': 0.016542002301495967, 'sadness': 0.028591661503053915, 'disgust': 0.007236434451624325, 'surprise': 0.01595556342391785, 'anger': 0.015114632203239803}",0.027978666902717542
"{'fear': 0.056818181818181816, 'anger': 0.0625, 'trust': 0.10795454545454546, 'surprise': 0.06818181818181818, 'positive': 0.25, 'negative': 0.08522727272727272, 'sadness': 0.03977272727272727, 'disgust': 0.03409090909090909, 'joy': 0.13068181818181818, 'anticipation': 0.16477272727272727}","{'fear': 0.06363636363636363, 'anger': 0.05714285714285714, 'trust': 0.15324675324675324, 'surprise': 0.06363636363636363, 'positive': 0.24155844155844156, 'negative': 0.07922077922077922, 'sadness': 0.04285714285714286, 'disgust': 0.032467532467532464, 'joy': 0.11168831168831168, 'anticipation': 0.15454545454545454}","{'positive': 0.008441558441558444, 'negative': 0.0060064935064935016, 'anticipation': 0.010227272727272724, 'joy': 0.018993506493506493, 'fear': 0.0068181818181818135, 'trust': 0.045292207792207786, 'sadness': 0.0030844155844155854, 'disgust': 0.001623376623376624, 'surprise': 0.004545454545454547, 'anger': 0.005357142857142859}",0.011038961038961037
"{'fear': 0.06521739130434782, 'anger': 0.07608695652173914, 'trust': 0.14130434782608695, 'surprise': 0.08695652173913043, 'positive': 0.1956521739130435, 'negative': 0.07608695652173914, 'sadness': 0.043478260869565216, 'disgust': 0.05434782608695652, 'joy': 0.10869565217391304, 'anticipation': 0.15217391304347827}","{'fear': 0.060431654676258995, 'anger': 0.04316546762589928, 'trust': 0.16258992805755396, 'surprise': 0.058992805755395686, 'positive': 0.26187050359712233, 'negative': 0.06474820143884892, 'sadness': 0.033093525179856115, 'disgust': 0.02014388489208633, 'joy': 0.1237410071942446, 'anticipation': 0.1712230215827338}","{'positive': 0.06621832968407884, 'negative': 0.011338755082890214, 'anticipation': 0.019049108539255538, 'joy': 0.015045355020331566, 'fear': 0.00478573662808883, 'trust': 0.02128558023146701, 'sadness': 0.010384735689709101, 'disgust': 0.03420394119487019, 'surprise': 0.027963715983734747, 'anger': 0.03292148889583985}",0.024319674695026588
"{'fear': 0.06976744186046512, 'anger': 0.046511627906976744, 'trust': 0.09302325581395349, 'surprise': 0.06976744186046512, 'positive': 0.23255813953488372, 'negative': 0.11627906976744186, 'sadness': 0.11627906976744186, 'disgust': 0.0, 'joy': 0.11627906976744186, 'anticipation': 0.13953488372093023}","{'fear': 0.0377906976744186, 'anger': 0.055232558139534885, 'trust': 0.15843023255813954, 'surprise': 0.07122093023255814, 'positive': 0.2805232558139535, 'negative': 0.061046511627906974, 'sadness': 0.03343023255813953, 'disgust': 0.020348837209302327, 'joy': 0.12209302325581395, 'anticipation': 0.15988372093023256}","{'positive': 0.04796511627906977, 'negative': 0.055232558139534885, 'anticipation': 0.020348837209302334, 'joy': 0.0058139534883720895, 'fear': 0.03197674418604651, 'trust': 0.06540697674418605, 'sadness': 0.08284883720930233, 'disgust': 0.020348837209302327, 'surprise': 0.0014534883720930258, 'anger': 0.008720930232558141}",0.034011627906976746
"{'fear': 0.02531645569620253, 'anger': 0.02531645569620253, 'trust': 0.24050632911392406, 'surprise': 0.05063291139240506, 'positive': 0.34177215189873417, 'negative': 0.012658227848101266, 'sadness': 0.0379746835443038, 'disgust': 0.0, 'joy': 0.0759493670886076, 'anticipation': 0.189873417721519}","{'fear': 0.03806228373702422, 'anger': 0.04498269896193772, 'trust': 0.18339100346020762, 'surprise': 0.058823529411764705, 'positive': 0.25259515570934254, 'negative': 0.10034602076124567, 'sadness': 0.031141868512110725, 'disgust': 0.020761245674740483, 'joy': 0.09688581314878893, 'anticipation': 0.17301038062283736}","{'positive': 0.08917699618939162, 'negative': 0.08768779291314441, 'anticipation': 0.016863037098681644, 'joy': 0.02093644606018133, 'fear': 0.01274582804082169, 'trust': 0.05711532565371644, 'sadness': 0.006832815032193074, 'disgust': 0.020761245674740483, 'surprise': 0.008190618019359643, 'anger': 0.019666243265735187}",0.03399763479479655
"{'fear': 0.13744075829383887, 'anger': 0.12322274881516587, 'trust': 0.061611374407582936, 'surprise': 0.02843601895734597, 'positive': 0.1943127962085308, 'negative': 0.13744075829383887, 'sadness': 0.08056872037914692, 'disgust': 0.061611374407582936, 'joy': 0.05687203791469194, 'anticipation': 0.11848341232227488}","{'fear': 0.09574468085106383, 'anger': 0.09308510638297872, 'trust': 0.12234042553191489, 'surprise': 0.06914893617021277, 'positive': 0.21808510638297873, 'negative': 0.0851063829787234, 'sadness': 0.0398936170212766, 'disgust': 0.02925531914893617, 'joy': 0.09574468085106383, 'anticipation': 0.15159574468085107}","{'positive': 0.02377231017444792, 'negative': 0.052334375315115464, 'anticipation': 0.03311233235857619, 'joy': 0.03887264293637189, 'fear': 0.04169607744277504, 'trust': 0.060729051124331954, 'sadness': 0.04067510335787032, 'disgust': 0.032356055258646765, 'surprise': 0.040712917212866795, 'anger': 0.030137642432187153}",0.03943985076131895
"{'fear': 0.06698564593301436, 'anger': 0.04784688995215311, 'trust': 0.1722488038277512, 'surprise': 0.05741626794258373, 'positive': 0.2535885167464115, 'negative': 0.11483253588516747, 'sadness': 0.05263157894736842, 'disgust': 0.019138755980861243, 'joy': 0.07655502392344497, 'anticipation': 0.13875598086124402}","{'fear': 0.04288702928870293, 'anger': 0.043933054393305436, 'trust': 0.17364016736401675, 'surprise': 0.04288702928870293, 'positive': 0.2907949790794979, 'negative': 0.0596234309623431, 'sadness': 0.02301255230125523, 'disgust': 0.015690376569037656, 'joy': 0.1307531380753138, 'anticipation': 0.17677824267782427}","{'positive': 0.03720646233308644, 'negative': 0.05520910492282437, 'anticipation': 0.03802226181658025, 'joy': 0.05419811415186883, 'fear': 0.024098616644311427, 'trust': 0.0013913635362655385, 'sadness': 0.029619026646113187, 'disgust': 0.003448379411823587, 'surprise': 0.014529238653880804, 'anger': 0.003913835558847674}",0.02616364036756021
"{'fear': 0.033783783783783786, 'anger': 0.033783783783783786, 'trust': 0.20270270270270271, 'surprise': 0.04054054054054054, 'positive': 0.32432432432432434, 'negative': 0.0472972972972973, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.14864864864864866, 'anticipation': 0.16891891891891891}","{'fear': 0.05543478260869565, 'anger': 0.05326086956521739, 'trust': 0.15869565217391304, 'surprise': 0.05652173913043478, 'positive': 0.29347826086956524, 'negative': 0.06847826086956521, 'sadness': 0.03695652173913044, 'disgust': 0.02282608695652174, 'joy': 0.10869565217391304, 'anticipation': 0.14565217391304347}","{'positive': 0.0308460634547591, 'negative': 0.02118096357226791, 'anticipation': 0.023266745005875444, 'joy': 0.039952996474735616, 'fear': 0.021650998824911866, 'trust': 0.04400705052878967, 'sadness': 0.03695652173913044, 'disgust': 0.02282608695652174, 'surprise': 0.01598119858989424, 'anger': 0.019477085781433603}",0.027614571092831962
"{'fear': 0.04938271604938271, 'anger': 0.04938271604938271, 'trust': 0.1111111111111111, 'surprise': 0.06172839506172839, 'positive': 0.2839506172839506, 'negative': 0.09876543209876543, 'sadness': 0.07407407407407407, 'disgust': 0.024691358024691357, 'joy': 0.09876543209876543, 'anticipation': 0.14814814814814814}","{'fear': 0.039240506329113925, 'anger': 0.04810126582278481, 'trust': 0.15949367088607594, 'surprise': 0.07721518987341772, 'positive': 0.2708860759493671, 'negative': 0.06329113924050633, 'sadness': 0.016455696202531647, 'disgust': 0.010126582278481013, 'joy': 0.1341772151898734, 'anticipation': 0.1810126582278481}","{'positive': 0.013064541334583513, 'negative': 0.03547429285825909, 'anticipation': 0.032864510079699955, 'joy': 0.035411783091107985, 'fear': 0.010142209720268788, 'trust': 0.048382559774964834, 'sadness': 0.05761837787154242, 'disgust': 0.014564775746210344, 'surprise': 0.015486794811689325, 'anger': 0.0012814502265979036}",0.02642912955149242
"{'fear': 0.06474820143884892, 'anger': 0.04316546762589928, 'trust': 0.14388489208633093, 'surprise': 0.03597122302158273, 'positive': 0.35251798561151076, 'negative': 0.02158273381294964, 'sadness': 0.014388489208633094, 'disgust': 0.0, 'joy': 0.12949640287769784, 'anticipation': 0.19424460431654678}","{'fear': 0.06611570247933884, 'anger': 0.05950413223140496, 'trust': 0.1578512396694215, 'surprise': 0.06446280991735537, 'positive': 0.2545454545454545, 'negative': 0.06859504132231405, 'sadness': 0.03140495867768595, 'disgust': 0.02975206611570248, 'joy': 0.10495867768595041, 'anticipation': 0.1628099173553719}","{'positive': 0.09797253106605625, 'negative': 0.0470123075093644, 'anticipation': 0.03143468696117488, 'joy': 0.024537725191747434, 'fear': 0.001367501040489924, 'trust': 0.013966347583090566, 'sadness': 0.01701646946905286, 'disgust': 0.02975206611570248, 'surprise': 0.028491586895772636, 'anger': 0.016338664605505676}",0.03078898864379571
"{'fear': 0.09302325581395349, 'anger': 0.10852713178294573, 'trust': 0.17054263565891473, 'surprise': 0.031007751937984496, 'positive': 0.20155038759689922, 'negative': 0.13178294573643412, 'sadness': 0.06976744186046512, 'disgust': 0.031007751937984496, 'joy': 0.05426356589147287, 'anticipation': 0.10852713178294573}","{'fear': 0.05543478260869565, 'anger': 0.05326086956521739, 'trust': 0.15869565217391304, 'surprise': 0.05652173913043478, 'positive': 0.29347826086956524, 'negative': 0.06847826086956521, 'sadness': 0.03695652173913044, 'disgust': 0.02282608695652174, 'joy': 0.10869565217391304, 'anticipation': 0.14565217391304347}","{'positive': 0.09192787327266602, 'negative': 0.06330468486686891, 'anticipation': 0.037125042130097735, 'joy': 0.05443208628244017, 'fear': 0.037588473205257836, 'trust': 0.011846983485001683, 'sadness': 0.03281092012133468, 'disgust': 0.008181664981462757, 'surprise': 0.025513987192450287, 'anger': 0.055266262217728346}",0.04179979777553085
"{'fear': 0.041666666666666664, 'anger': 0.038461538461538464, 'trust': 0.15705128205128205, 'surprise': 0.03205128205128205, 'positive': 0.3333333333333333, 'negative': 0.08653846153846154, 'sadness': 0.02564102564102564, 'disgust': 0.01282051282051282, 'joy': 0.08333333333333333, 'anticipation': 0.1891025641025641}","{'fear': 0.07865168539325842, 'anger': 0.025280898876404494, 'trust': 0.17134831460674158, 'surprise': 0.03932584269662921, 'positive': 0.29775280898876405, 'negative': 0.05898876404494382, 'sadness': 0.033707865168539325, 'disgust': 0.014044943820224719, 'joy': 0.08146067415730338, 'anticipation': 0.199438202247191}","{'positive': 0.035580524344569264, 'negative': 0.027549697493517718, 'anticipation': 0.010335638144626902, 'joy': 0.0018726591760299532, 'fear': 0.03698501872659176, 'trust': 0.014297032555459527, 'sadness': 0.008066839527513685, 'disgust': 0.0012244309997118986, 'surprise': 0.007274560645347164, 'anger': 0.01318063958513397}",0.015636704119850183
"{'fear': 0.07142857142857142, 'anger': 0.07142857142857142, 'trust': 0.22448979591836735, 'surprise': 0.05102040816326531, 'positive': 0.19387755102040816, 'negative': 0.11224489795918367, 'sadness': 0.030612244897959183, 'disgust': 0.030612244897959183, 'joy': 0.08163265306122448, 'anticipation': 0.1326530612244898}","{'fear': 0.04288702928870293, 'anger': 0.043933054393305436, 'trust': 0.17364016736401675, 'surprise': 0.04288702928870293, 'positive': 0.2907949790794979, 'negative': 0.0596234309623431, 'sadness': 0.02301255230125523, 'disgust': 0.015690376569037656, 'joy': 0.1307531380753138, 'anticipation': 0.17677824267782427}","{'positive': 0.09691742805908976, 'negative': 0.052621466996840574, 'anticipation': 0.04412518145333447, 'joy': 0.04912048501408932, 'fear': 0.028541542139868495, 'trust': 0.0508496285543506, 'sadness': 0.007599692596703952, 'disgust': 0.014921868328921527, 'surprise': 0.008133378874562378, 'anger': 0.02749551703526599}",0.0380326189053027
"{'fear': 0.04878048780487805, 'anger': 0.08943089430894309, 'trust': 0.1951219512195122, 'surprise': 0.06504065040650407, 'positive': 0.22764227642276422, 'negative': 0.07317073170731707, 'sadness': 0.024390243902439025, 'disgust': 0.016260162601626018, 'joy': 0.08943089430894309, 'anticipation': 0.17073170731707318}","{'fear': 0.05190989226248776, 'anger': 0.05680705190989226, 'trust': 0.1733594515181195, 'surprise': 0.03525954946131244, 'positive': 0.2703232125367287, 'negative': 0.07639569049951028, 'sadness': 0.04407443682664055, 'disgust': 0.019588638589618023, 'joy': 0.11067580803134182, 'anticipation': 0.1616062683643487}","{'positive': 0.04268093611396448, 'negative': 0.003224958792193214, 'anticipation': 0.009125438952724496, 'joy': 0.02124491372239873, 'fear': 0.0031294044576097094, 'trust': 0.021762499701392712, 'sadness': 0.019684192924201524, 'disgust': 0.003328475987992005, 'surprise': 0.02978110094519163, 'anger': 0.03262384239905083}",0.018658576399671934
"{'fear': 0.09292035398230089, 'anger': 0.06637168141592921, 'trust': 0.168141592920354, 'surprise': 0.05309734513274336, 'positive': 0.26991150442477874, 'negative': 0.11061946902654868, 'sadness': 0.05752212389380531, 'disgust': 0.017699115044247787, 'joy': 0.05309734513274336, 'anticipation': 0.11061946902654868}","{'fear': 0.05344827586206897, 'anger': 0.05172413793103448, 'trust': 0.1456896551724138, 'surprise': 0.052586206896551725, 'positive': 0.253448275862069, 'negative': 0.0706896551724138, 'sadness': 0.026724137931034484, 'disgust': 0.03017241379310345, 'joy': 0.1146551724137931, 'anticipation': 0.20086206896551725}","{'positive': 0.016463228562709764, 'negative': 0.03992981385413488, 'anticipation': 0.09024259993896858, 'joy': 0.061557827281049735, 'fear': 0.03947207812023192, 'trust': 0.022451937747940187, 'sadness': 0.030797985962770825, 'disgust': 0.012473298748855662, 'surprise': 0.000511138236191637, 'anger': 0.014647543484894728}",0.0328547451937748
"{'fear': 0.1, 'anger': 0.1, 'trust': 0.1625, 'surprise': 0.025, 'positive': 0.2, 'negative': 0.125, 'sadness': 0.025, 'disgust': 0.0375, 'joy': 0.075, 'anticipation': 0.15}","{'fear': 0.060948081264108354, 'anger': 0.06772009029345373, 'trust': 0.14221218961625282, 'surprise': 0.05869074492099323, 'positive': 0.21896162528216703, 'negative': 0.09932279909706546, 'sadness': 0.05191873589164785, 'disgust': 0.03611738148984198, 'joy': 0.10835214446952596, 'anticipation': 0.15575620767494355}","{'positive': 0.01896162528216702, 'negative': 0.025677200902934544, 'anticipation': 0.005756207674943559, 'joy': 0.03335214446952596, 'fear': 0.03905191873589165, 'trust': 0.02028781038374719, 'sadness': 0.026918735891647852, 'disgust': 0.0013826185101580152, 'surprise': 0.03369074492099323, 'anger': 0.032279909706546275}",0.023735891647855528
"{'fear': 0.09929078014184398, 'anger': 0.07801418439716312, 'trust': 0.12056737588652482, 'surprise': 0.07092198581560284, 'positive': 0.2127659574468085, 'negative': 0.09219858156028368, 'sadness': 0.04964539007092199, 'disgust': 0.04964539007092199, 'joy': 0.11347517730496454, 'anticipation': 0.11347517730496454}","{'fear': 0.06421299921691465, 'anger': 0.06734534064212999, 'trust': 0.14878621769772904, 'surprise': 0.05168363351605325, 'positive': 0.2662490211433046, 'negative': 0.08065779169929523, 'sadness': 0.03288958496476116, 'disgust': 0.025058731401722788, 'joy': 0.1158966327329679, 'anticipation': 0.14722004698512137}","{'positive': 0.05348306369649611, 'negative': 0.011540789860988457, 'anticipation': 0.03374486968015683, 'joy': 0.002421455428003358, 'fear': 0.03507778092492933, 'trust': 0.028218841811204223, 'sadness': 0.01675580510616083, 'disgust': 0.0245866586691992, 'surprise': 0.019238352299549594, 'anger': 0.01066884375503313}",0.023573646123172105
"{'fear': 0.041237113402061855, 'anger': 0.07216494845360824, 'trust': 0.23711340206185566, 'surprise': 0.05154639175257732, 'positive': 0.23711340206185566, 'negative': 0.07216494845360824, 'sadness': 0.030927835051546393, 'disgust': 0.020618556701030927, 'joy': 0.10309278350515463, 'anticipation': 0.13402061855670103}","{'fear': 0.04500978473581213, 'anger': 0.06457925636007827, 'trust': 0.16634050880626222, 'surprise': 0.08023483365949119, 'positive': 0.2309197651663405, 'negative': 0.08023483365949119, 'sadness': 0.029354207436399216, 'disgust': 0.03718199608610567, 'joy': 0.11545988258317025, 'anticipation': 0.1506849315068493}","{'positive': 0.006193636895515164, 'negative': 0.008069885205882948, 'anticipation': 0.01666431295014828, 'joy': 0.012367099078015614, 'fear': 0.0037726713337502757, 'trust': 0.07077289325559344, 'sadness': 0.0015736276151471773, 'disgust': 0.016563439385074746, 'surprise': 0.028688441906913872, 'anger': 0.0075856920935299665}",0.017225169971957145
"{'fear': 0.026845637583892617, 'anger': 0.08053691275167785, 'trust': 0.18120805369127516, 'surprise': 0.053691275167785234, 'positive': 0.26174496644295303, 'negative': 0.12751677852348994, 'sadness': 0.040268456375838924, 'disgust': 0.040268456375838924, 'joy': 0.04697986577181208, 'anticipation': 0.14093959731543623}","{'fear': 0.08045977011494253, 'anger': 0.07586206896551724, 'trust': 0.14482758620689656, 'surprise': 0.041379310344827586, 'positive': 0.2367816091954023, 'negative': 0.10344827586206896, 'sadness': 0.04827586206896552, 'disgust': 0.01839080459770115, 'joy': 0.10344827586206896, 'anticipation': 0.1471264367816092}","{'positive': 0.02496335724755072, 'negative': 0.02406850266142098, 'anticipation': 0.006186839466172961, 'joy': 0.05646841009025688, 'fear': 0.05361413253104991, 'trust': 0.03638046748437859, 'sadness': 0.008007405693126593, 'disgust': 0.021877651778137774, 'surprise': 0.012311964822957648, 'anger': 0.004674843786160607}",0.024855357556121272
"{'fear': 0.04838709677419355, 'anger': 0.04838709677419355, 'trust': 0.1693548387096774, 'surprise': 0.08870967741935484, 'positive': 0.20161290322580644, 'negative': 0.16129032258064516, 'sadness': 0.03225806451612903, 'disgust': 0.008064516129032258, 'joy': 0.056451612903225805, 'anticipation': 0.18548387096774194}","{'fear': 0.032600454890068235, 'anger': 0.024260803639120546, 'trust': 0.17361637604245642, 'surprise': 0.08263836239575435, 'positive': 0.27369219105382864, 'negative': 0.060652009097801364, 'sadness': 0.025018953752843062, 'disgust': 0.012130401819560273, 'joy': 0.13949962092494314, 'anticipation': 0.17589082638362397}","{'positive': 0.0720792878280222, 'negative': 0.1006383134828438, 'anticipation': 0.009593044584117971, 'joy': 0.08304800802171733, 'fear': 0.01578664188412531, 'trust': 0.0042615373327790085, 'sadness': 0.007239110763285969, 'disgust': 0.004065885690528015, 'surprise': 0.00607131502360049, 'anger': 0.024126293135073}",0.032690943774609314
"{'fear': 0.1076923076923077, 'anger': 0.046153846153846156, 'trust': 0.16923076923076924, 'surprise': 0.03076923076923077, 'positive': 0.24615384615384617, 'negative': 0.12307692307692308, 'sadness': 0.07692307692307693, 'disgust': 0.015384615384615385, 'joy': 0.06153846153846154, 'anticipation': 0.12307692307692308}","{'fear': 0.09193548387096774, 'anger': 0.07580645161290323, 'trust': 0.12741935483870967, 'surprise': 0.06612903225806452, 'positive': 0.19032258064516128, 'negative': 0.11612903225806452, 'sadness': 0.07096774193548387, 'disgust': 0.03064516129032258, 'joy': 0.08709677419354839, 'anticipation': 0.1435483870967742}","{'positive': 0.05583126550868489, 'negative': 0.0069478908188585625, 'anticipation': 0.020471464019851116, 'joy': 0.025558312655086846, 'fear': 0.015756823821339958, 'trust': 0.04181141439205957, 'sadness': 0.005955334987593056, 'disgust': 0.015260545905707194, 'surprise': 0.03535980148883375, 'anger': 0.02965260545905707}",0.0252605459057072
"{'fear': 0.058823529411764705, 'anger': 0.047058823529411764, 'trust': 0.2, 'surprise': 0.047058823529411764, 'positive': 0.2235294117647059, 'negative': 0.10588235294117647, 'sadness': 0.10588235294117647, 'disgust': 0.047058823529411764, 'joy': 0.08235294117647059, 'anticipation': 0.08235294117647059}","{'fear': 0.07563025210084033, 'anger': 0.09243697478991597, 'trust': 0.09243697478991597, 'surprise': 0.04201680672268908, 'positive': 0.2184873949579832, 'negative': 0.12605042016806722, 'sadness': 0.058823529411764705, 'disgust': 0.037815126050420166, 'joy': 0.07983193277310924, 'anticipation': 0.17647058823529413}","{'positive': 0.005042016806722699, 'negative': 0.020168067226890754, 'anticipation': 0.09411764705882354, 'joy': 0.0025210084033613495, 'fear': 0.016806722689075626, 'trust': 0.10756302521008404, 'sadness': 0.047058823529411764, 'disgust': 0.009243697478991598, 'surprise': 0.005042016806722685, 'anger': 0.04537815126050421}",0.03529411764705882
"{'fear': 0.15625, 'anger': 0.125, 'trust': 0.0625, 'surprise': 0.03125, 'positive': 0.125, 'negative': 0.21875, 'sadness': 0.15625, 'disgust': 0.03125, 'joy': 0.03125, 'anticipation': 0.0625}","{'fear': 0.08169934640522876, 'anger': 0.06535947712418301, 'trust': 0.12745098039215685, 'surprise': 0.06535947712418301, 'positive': 0.19607843137254902, 'negative': 0.09477124183006536, 'sadness': 0.06535947712418301, 'disgust': 0.0196078431372549, 'joy': 0.11764705882352941, 'anticipation': 0.16666666666666666}","{'positive': 0.07107843137254902, 'negative': 0.12397875816993464, 'anticipation': 0.10416666666666666, 'joy': 0.08639705882352941, 'fear': 0.07455065359477124, 'trust': 0.06495098039215685, 'sadness': 0.09089052287581699, 'disgust': 0.011642156862745098, 'surprise': 0.03410947712418301, 'anger': 0.05964052287581699}",0.07214052287581699
"{'fear': 0.07042253521126761, 'anger': 0.08450704225352113, 'trust': 0.1267605633802817, 'surprise': 0.07042253521126761, 'positive': 0.16901408450704225, 'negative': 0.09859154929577464, 'sadness': 0.08450704225352113, 'disgust': 0.056338028169014086, 'joy': 0.08450704225352113, 'anticipation': 0.15492957746478872}","{'fear': 0.0449358059914408, 'anger': 0.0456490727532097, 'trust': 0.16333808844507847, 'surprise': 0.0891583452211127, 'positive': 0.23751783166904422, 'negative': 0.06490727532097004, 'sadness': 0.037089871611982884, 'disgust': 0.019971469329529243, 'joy': 0.13195435092724678, 'anticipation': 0.16547788873038516}","{'positive': 0.06850374716200197, 'negative': 0.0336842739748046, 'anticipation': 0.010548311265596438, 'joy': 0.04744730867372565, 'fear': 0.02548672921982681, 'trust': 0.03657752506479678, 'sadness': 0.04741717064153824, 'disgust': 0.03636655883948484, 'surprise': 0.01873581000984509, 'anger': 0.03885796950031142}",0.03636254043519318
"{'fear': 0.07063197026022305, 'anger': 0.06691449814126393, 'trust': 0.1449814126394052, 'surprise': 0.03345724907063197, 'positive': 0.21933085501858737, 'negative': 0.12267657992565056, 'sadness': 0.07063197026022305, 'disgust': 0.05204460966542751, 'joy': 0.10408921933085502, 'anticipation': 0.11524163568773234}","{'fear': 0.05414551607445008, 'anger': 0.06429780033840947, 'trust': 0.1692047377326565, 'surprise': 0.06260575296108291, 'positive': 0.2182741116751269, 'negative': 0.08121827411167512, 'sadness': 0.049069373942470386, 'disgust': 0.032148900169204735, 'joy': 0.11505922165820642, 'anticipation': 0.15397631133671744}","{'positive': 0.0010567433434604812, 'negative': 0.04145830581397544, 'anticipation': 0.0387346756489851, 'joy': 0.010970002327351402, 'fear': 0.01648645418577297, 'trust': 0.024223325093251313, 'sadness': 0.021562596317752668, 'disgust': 0.019895709496222776, 'surprise': 0.02914850389045094, 'anger': 0.0026166978028544646}",0.020615301392007755
"{'fear': 0.06818181818181818, 'anger': 0.06818181818181818, 'trust': 0.11363636363636363, 'surprise': 0.06818181818181818, 'positive': 0.2840909090909091, 'negative': 0.07954545454545454, 'sadness': 0.03409090909090909, 'disgust': 0.0, 'joy': 0.10227272727272728, 'anticipation': 0.18181818181818182}","{'fear': 0.030349013657056147, 'anger': 0.023520485584218515, 'trust': 0.1631259484066768, 'surprise': 0.082701062215478, 'positive': 0.26327769347496205, 'negative': 0.06525037936267071, 'sadness': 0.02959028831562974, 'disgust': 0.012139605462822459, 'joy': 0.13429438543247343, 'anticipation': 0.19575113808801214}","{'positive': 0.020813215615947067, 'negative': 0.014295075182783834, 'anticipation': 0.013932956269830321, 'joy': 0.032021658159746155, 'fear': 0.03783280452476203, 'trust': 0.049489584770313164, 'sadness': 0.004500620775279348, 'disgust': 0.012139605462822459, 'surprise': 0.014519244033659826, 'anger': 0.04466133259759966}",0.024420609739274388
"{'fear': 0.058333333333333334, 'anger': 0.008333333333333333, 'trust': 0.275, 'surprise': 0.041666666666666664, 'positive': 0.21666666666666667, 'negative': 0.10833333333333334, 'sadness': 0.058333333333333334, 'disgust': 0.008333333333333333, 'joy': 0.06666666666666667, 'anticipation': 0.15833333333333333}","{'fear': 0.06053268765133172, 'anger': 0.04600484261501211, 'trust': 0.26150121065375304, 'surprise': 0.04116222760290557, 'positive': 0.27602905569007263, 'negative': 0.06053268765133172, 'sadness': 0.03389830508474576, 'disgust': 0.021791767554479417, 'joy': 0.0774818401937046, 'anticipation': 0.12106537530266344}","{'positive': 0.05936238902340596, 'negative': 0.04780064568200162, 'anticipation': 0.03726795803066989, 'joy': 0.010815173527037938, 'fear': 0.002199354317998385, 'trust': 0.013498789346246987, 'sadness': 0.02443502824858757, 'disgust': 0.013458434221146084, 'surprise': 0.000504439063761096, 'anger': 0.037671509281678776}",0.02470137207425343
"{'fear': 0.03225806451612903, 'anger': 0.03225806451612903, 'trust': 0.16129032258064516, 'surprise': 0.03225806451612903, 'positive': 0.3118279569892473, 'negative': 0.06451612903225806, 'sadness': 0.021505376344086023, 'disgust': 0.010752688172043012, 'joy': 0.15053763440860216, 'anticipation': 0.1827956989247312}","{'fear': 0.04378040305767894, 'anger': 0.046560111188325225, 'trust': 0.15496872828353023, 'surprise': 0.05698401667824878, 'positive': 0.2758860319666435, 'negative': 0.06462821403752605, 'sadness': 0.04100069492703266, 'disgust': 0.0236275191104934, 'joy': 0.11952744961779013, 'anticipation': 0.17303683113273105}","{'positive': 0.03594192502260379, 'negative': 0.00011208500526799225, 'anticipation': 0.009758867792000137, 'joy': 0.031010184790812023, 'fear': 0.011522338541549909, 'trust': 0.00632159429711493, 'sadness': 0.01949531858294664, 'disgust': 0.012874830938450387, 'surprise': 0.02472595216211975, 'anger': 0.014302046672196193}",0.016606514380506178
"{'fear': 0.046511627906976744, 'anger': 0.018604651162790697, 'trust': 0.20465116279069767, 'surprise': 0.06976744186046512, 'positive': 0.29767441860465116, 'negative': 0.046511627906976744, 'sadness': 0.027906976744186046, 'disgust': 0.018604651162790697, 'joy': 0.12093023255813953, 'anticipation': 0.14883720930232558}","{'fear': 0.04539559014267185, 'anger': 0.028534370946822308, 'trust': 0.1582360570687419, 'surprise': 0.07782101167315175, 'positive': 0.27367055771725035, 'negative': 0.04669260700389105, 'sadness': 0.0311284046692607, 'disgust': 0.018158236057068743, 'joy': 0.12840466926070038, 'anticipation': 0.191958495460441}","{'positive': 0.024003860887400807, 'negative': 0.0001809790969143077, 'anticipation': 0.04312128615811542, 'joy': 0.007474436702560844, 'fear': 0.0011160377643048905, 'trust': 0.046415105721955785, 'sadness': 0.0032214279250746547, 'disgust': 0.0004464151057219541, 'surprise': 0.008053569812686637, 'anger': 0.00992971978403161}",0.014396283895876693
